post_uri,reply_uri,reply_author,reply_text,reply_createdAt
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:v5jltxkzlb7vmrzh3cud7cyb/app.bsky.feed.post/3ld3fbhmuus2e,did:plc:v5jltxkzlb7vmrzh3cud7cyb,Ptobably.,2024-12-12T04:04:17.032Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:uvyzdq3fonidbkk2ifwrsvjn/app.bsky.feed.post/3ld26cn7ghc2g,did:plc:uvyzdq3fonidbkk2ifwrsvjn,,2024-12-11T16:27:00.504Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:tktn5ltvmkjsvfjpojahtdd4/app.bsky.feed.post/3ld2cqzytok2s,did:plc:tktn5ltvmkjsvfjpojahtdd4,Donald J. Trump.,2024-12-11T17:46:38.651Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:szqcpewpkqvj62nquplfqxo4/app.bsky.feed.post/3lczxxaawic2j,did:plc:szqcpewpkqvj62nquplfqxo4,My $ will be on Tucker. But that wouldn't really be a change since he's been kissing Putin's arse for years now.,2024-12-11T14:33:15.373Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:sgjdd33jxtlcswz74f2khipx/app.bsky.feed.post/3ld6ucdmy7c2o,did:plc:sgjdd33jxtlcswz74f2khipx,eric,2024-12-13T13:11:11.738Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:mqct3db2svjdwjz7mfqlbdet/app.bsky.feed.post/3lcz6lyceu62z,did:plc:mqct3db2svjdwjz7mfqlbdet,I think it’s this guy.,2024-12-11T06:59:34.385Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:luaimif42ulwlylchiyxd5by/app.bsky.feed.post/3ld3grk6sa22z,did:plc:luaimif42ulwlylchiyxd5by,Isn’t she the Russian ambassador TO the US?,2024-12-12T04:31:10.328Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:li6soe76ltz4wkysj2ckcwmi/app.bsky.feed.post/3lcztjapzak24,did:plc:li6soe76ltz4wkysj2ckcwmi,To Palestine?,2024-12-11T13:13:51.139Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:ldq2jamdgtqu5ypght3dwvzn/app.bsky.feed.post/3lcz7b3wg5j2j,did:plc:ldq2jamdgtqu5ypght3dwvzn,Musk,2024-12-11T07:11:22.833Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:jmn6hi2mxn3g2xuhleocj2qk/app.bsky.feed.post/3ld32jaiju22n,did:plc:jmn6hi2mxn3g2xuhleocj2qk,Tulsi?,2024-12-12T00:51:46.825Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:jarnktgpahjvs3krjobqax2s/app.bsky.feed.post/3lcz6lb6re226,did:plc:jarnktgpahjvs3krjobqax2s,Boris Epshteyn,2024-12-11T06:59:10.152Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:hzbhgo4vn5euba5luzauurp6/app.bsky.feed.post/3ld2aum5wqs2z,did:plc:hzbhgo4vn5euba5luzauurp6,Would appreciate a follow back.,2024-12-11T17:12:50.872Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:hkheom6dcp43xwfj3dlyqtfd/app.bsky.feed.post/3ld2lvsdglc2d,did:plc:hkheom6dcp43xwfj3dlyqtfd,Wait for it……,2024-12-11T20:30:22.058Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:gyvy2gmm2fhqtobou6sgurxj/app.bsky.feed.post/3ld32xy3lw22r,did:plc:gyvy2gmm2fhqtobou6sgurxj,Putin hasn't decided yet but tucker carlson is a favorite of his.,2024-12-12T01:00:01.329Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:fm35qem4mzb7qrpc64hlxysp/app.bsky.feed.post/3ld3rcojcbk2j,did:plc:fm35qem4mzb7qrpc64hlxysp,Had the same thought. 😛,2024-12-12T07:39:42.711Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:elnz6mx3zihktajgkrq4eefa/app.bsky.feed.post/3lcz6btad4c23,did:plc:elnz6mx3zihktajgkrq4eefa,Me: cough with coffee going up my nose. 🤣🤣🤣🤣🤣🤣,2024-12-11T06:53:53.534Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:ej26jrc6trd65jkvyn7yztcf/app.bsky.feed.post/3lcz6av56sc2b,did:plc:ej26jrc6trd65jkvyn7yztcf,Do they even need an ambassador since they have one of their own in the Oval Office?,2024-12-11T06:53:21.974Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:dxfhcw4447a2iqa3zudhznxh/app.bsky.feed.post/3lczcganqcc2s,did:plc:dxfhcw4447a2iqa3zudhznxh,She’s a good candidate but there’s so many to choose from.,2024-12-11T08:07:56.790Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:dm3bltib4m7zqkdjucunkvjv/app.bsky.feed.post/3lcz64irejc2k,did:plc:dm3bltib4m7zqkdjucunkvjv,ha ha ha ha ha!,2024-12-11T06:50:54.785Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:dapu324etufyvg3r6675ihkc/app.bsky.feed.post/3ld36hjwy5c23,did:plc:dapu324etufyvg3r6675ihkc,"Who’s vice president, Jerry Lewis?”",2024-12-12T02:02:24.593Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:czgbbyotd2tprcj3yc3ewxpv/app.bsky.feed.post/3ld3m6oj7722u,did:plc:czgbbyotd2tprcj3yc3ewxpv,"Waiting for the 34-time Convicted Felon to announce Putin's delivery boy... Rand Paul as ambassador to Russia.
twitter.com/votevets/sta...",2024-12-12T06:07:59.779Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:bstqniztlx4nvmj3wqyt5vvf/app.bsky.feed.post/3ld32hzdfbc2w,did:plc:bstqniztlx4nvmj3wqyt5vvf,"Why do they need one? They have several. Cheato, vance, eric, don, ivanka, tulsi, jill stein, fox/oann, etc.?",2024-12-12T00:51:05.762Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:brv46lgenv4lwadps7jywnhu/app.bsky.feed.post/3ld3fxtvdxc2r,did:plc:brv46lgenv4lwadps7jywnhu,I believe his name is Donald J Trump,2024-12-12T04:16:48.090Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:bn7ykcy7oqxsw6x455zkcy6e/app.bsky.feed.post/3ld3p4n2lfc2s,did:plc:bn7ykcy7oqxsw6x455zkcy6e,Edward Snowden,2024-12-12T07:00:32.370Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:bkqijkwbwyckr3zhjoaay322/app.bsky.feed.post/3lcz65i3mrs2t,did:plc:bkqijkwbwyckr3zhjoaay322,That’s a homecoming for her,2024-12-11T06:51:27.628Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:bce2ihhejkgd7eu4hrkbpljz/app.bsky.feed.post/3ld32kd7dqs24,did:plc:bce2ihhejkgd7eu4hrkbpljz,Tulsi and Musk.  Pick one.,2024-12-12T00:52:23.223Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:arn2gswvkembtd3nh2i2wun2/app.bsky.feed.post/3ld3rucx6qk24,did:plc:arn2gswvkembtd3nh2i2wun2,Fitting appointment,2024-12-12T07:49:34.563Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:7uoq5xsu326f4jrm7e7myvl2/app.bsky.feed.post/3ld37h6opyk2r,did:plc:7uoq5xsu326f4jrm7e7myvl2,Melania.,2024-12-12T02:20:06.531Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:7bkahelwbjyyfs3rjlrypswg/app.bsky.feed.post/3ld3p6wccin26,did:plc:7bkahelwbjyyfs3rjlrypswg,"🍄 Dic or Musk, either one, take your pick?
They both have a Direct line to Putin!
After all, they have to get their orders from the actual,
POTUS but WITHOUT PROOF OF THE ORDERS!

Save the 🇺🇸
STAND UP TOGETHER NOW, WHILE YOU STILL CAN 🪶
SAY NO TO DICTATORSHIP 🇺🇸

WTFU 🇺🇸 🛑 this AUTHORITARIAN TAKEOVER",2024-12-12T07:01:49.160Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:66iemo7y3mrsagqkargunxae/app.bsky.feed.post/3ld3dqgomc22e,did:plc:66iemo7y3mrsagqkargunxae,or fuckercarlson.,2024-12-12T03:36:51.873Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:2tr3hjk6odursmdycenvrrt2/app.bsky.feed.post/3ld3rdy23r224,did:plc:2tr3hjk6odursmdycenvrrt2,Mike Flynn,2024-12-12T07:40:26.253Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:2tq426n4gbchvlpzgmljiure/app.bsky.feed.post/3ld33hs72sc2d,did:plc:2tq426n4gbchvlpzgmljiure,Wouldn't surprise me if he named Tucker...🙄,2024-12-12T01:08:52.021Z
at://did:plc:bpauwkrhqbgsvu22rcjlnmzf/app.bsky.feed.post/3lcz63y36rc2v,at://did:plc:234e6xj264lhhvxxlszj5ymb/app.bsky.feed.post/3ld37axp2ek2z,did:plc:234e6xj264lhhvxxlszj5ymb,I don’t think they need one. It’s like having a concierge for your own house.,2024-12-12T02:16:37.875Z
at://did:plc:alpu3vdy4dpkgqltopzlzjqr/app.bsky.feed.post/3lcyzlzcuis2e,at://did:plc:dimrqs4leercdzwusppgi7i6/app.bsky.feed.post/3lcyzq6lhcc2j,did:plc:dimrqs4leercdzwusppgi7i6,Absolutely. The Green Party in the US bows down to Pootie.,2024-12-11T05:32:26.486Z
at://did:plc:dimrqs4leercdzwusppgi7i6/app.bsky.feed.post/3lcyzdaslc22j,at://did:plc:alpu3vdy4dpkgqltopzlzjqr/app.bsky.feed.post/3lcyzlzcuis2e,did:plc:alpu3vdy4dpkgqltopzlzjqr,Jill Stein is a Putin plant.,2024-12-11T05:30:06.744Z
at://did:plc:dimrqs4leercdzwusppgi7i6/app.bsky.feed.post/3lcyzdaslc22j,at://did:plc:4thw2vjx2rz3blr6ipmobeld/app.bsky.feed.post/3lczwrbgur22d,did:plc:4thw2vjx2rz3blr6ipmobeld,"They’re both 🇷🇺 quislings. 
Insults to all women. To humanity.",2024-12-11T14:12:01.547Z
at://did:plc:jujpxivuiprnazg6nlslnvtl/app.bsky.feed.post/3lcyvdbjlvs2z,at://did:plc:z62c34rllvc5uep3axquzvz4/app.bsky.feed.post/3lcyxk5r4r22h,did:plc:z62c34rllvc5uep3axquzvz4,"Keanu Reeves followed me, but then he deleted his account. 🤣",2024-12-11T04:53:16.812Z
at://did:plc:ybkvn6ysnlwgbmamcgljoa5r/app.bsky.feed.post/3lcyugfx4qk2s,at://did:plc:vbp763ou6dk3jof62xn2tgui/app.bsky.feed.post/3lcyuhhyyps2h,did:plc:vbp763ou6dk3jof62xn2tgui,I have visa free entry to Russia. I'll check if she's in Moscow.,2024-12-11T03:58:05.667Z
at://did:plc:ybkvn6ysnlwgbmamcgljoa5r/app.bsky.feed.post/3lcyugfx4qk2s,at://did:plc:fs7tmfj2gx4ye7d4ypdcqmsz/app.bsky.feed.post/3lcyuoy4kqk2o,did:plc:fs7tmfj2gx4ye7d4ypdcqmsz,She’ll resurface in 4 years.,2024-12-11T04:02:17.442Z
at://did:plc:ybkvn6ysnlwgbmamcgljoa5r/app.bsky.feed.post/3lcyugfx4qk2s,at://did:plc:d5fcwvteifrltvhrkaoncaxr/app.bsky.feed.post/3lcyv4mypy22i,did:plc:d5fcwvteifrltvhrkaoncaxr,The GOP put her back in her cage,2024-12-11T04:09:55.544Z
at://did:plc:b6gfddlkp6t4qsqqjalvnj3v/app.bsky.feed.post/3lcytf3nae22g,at://did:plc:zuv6rswkyd2li575c4kizel4/app.bsky.feed.post/3lcytie46xk2e,did:plc:zuv6rswkyd2li575c4kizel4,"OK, so it's more a Jill Stein thing than genocide denial.",2024-12-11T03:40:41.390Z
at://did:plc:ff5iex2pukc7qa7otv5ajn5s/app.bsky.feed.post/3lcysxw7v422g,at://did:plc:wpbq5klts4c252ua72iaeuyd/app.bsky.feed.post/3ld2yszyzkc24,did:plc:wpbq5klts4c252ua72iaeuyd,Have you already disowned anyone you know who voted for that Putin shill?,2024-12-12T00:21:28.085Z
at://did:plc:73ek2skxh6ka4jyakzgjzvge/app.bsky.feed.post/3lcyhudmmms2l,at://did:plc:bjnfybi4asfvii2ifs2er4ep/app.bsky.feed.post/3lcyk6thq722w,did:plc:bjnfybi4asfvii2ifs2er4ep,Would be nice if the left created 3rd party candidates to pull votes from gop,2024-12-11T00:54:18.276Z
at://did:plc:vm2zlrbd6zucvh3qomazcxkd/app.bsky.feed.post/3lcyhtjgr422l,at://did:plc:vm2zlrbd6zucvh3qomazcxkd/app.bsky.feed.post/3lcyi4zy7ls2l,did:plc:vm2zlrbd6zucvh3qomazcxkd,Democrats in this country are no more for democracy than republicans. Replublicans want to control everyone and believe they should never be opposed. Democrats believe they should be the only ones allowed to oppose republicans.,2024-12-11T00:17:30.515Z
at://did:plc:2jb3duw4wm23zzk6mncik5pg/app.bsky.feed.post/3lcygarbvbc22,at://did:plc:wabf5t2a7v26j4lvzsgxd4a5/app.bsky.feed.post/3ld3sz3fyyc2b,did:plc:wabf5t2a7v26j4lvzsgxd4a5,Jill Stein...,2024-12-12T08:10:08.174Z
at://did:plc:dxuwb5wlbaexfsyl4qujgvlq/app.bsky.feed.post/3lcyf76k64c2x,at://did:plc:nl4fugpi5as2qrdmksv7c2fn/app.bsky.feed.post/3lcygss6pec24,did:plc:nl4fugpi5as2qrdmksv7c2fn,"That's an insult to cicadas. But, they do have a lot in common.",2024-12-10T23:53:53.054Z
at://did:plc:lql2eextzpwhkj2dcf5ly2ij/app.bsky.feed.post/3lcyf5uadts2t,at://did:plc:52hsc5io3qhembiw35bhw2ra/app.bsky.feed.post/3ld2a5dymf22h,did:plc:52hsc5io3qhembiw35bhw2ra,😂,2024-12-11T16:59:50.557Z
at://did:plc:avhkp5rto7v6iw5dcaoo6lan/app.bsky.feed.post/3lcyf2ugamc2s,at://did:plc:lqp3ctg5ufwofht23rxgbmln/app.bsky.feed.post/3ld2burqwhk26,did:plc:lqp3ctg5ufwofht23rxgbmln,What did she say in response?,2024-12-11T17:30:50.479Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:zmskeloj3dmzcwtsimyt3rlg/app.bsky.feed.post/3lcyjmslpik2d,did:plc:zmskeloj3dmzcwtsimyt3rlg,She's already hanging upside down in a cave by now.,2024-12-11T00:44:13.379Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:zccw6muyjojxs2xoyjujxhiz/app.bsky.feed.post/3lcyyevs3xc22,did:plc:zccw6muyjojxs2xoyjujxhiz,"yeah her campaign denounced assad, that's why i didn't vote for her. have fun with the isis cheerleading though",2024-12-11T05:08:14.424Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:yytbgyc33eeemq64uil2vs7y/app.bsky.feed.post/3lczrfwtq3s2b,did:plc:yytbgyc33eeemq64uil2vs7y,As soon as she gets her talking points from Moscow.,2024-12-11T12:36:12.627Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:yjpwm45en4pnul76itgeguge/app.bsky.feed.post/3lcyhg4gghk2r,did:plc:yjpwm45en4pnul76itgeguge,"Yes, but I don’t speak Russian.",2024-12-11T00:04:41.326Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:w4rk6rivdin3ofxeqkjab6ic/app.bsky.feed.post/3lcyf4jzt2c2u,did:plc:w4rk6rivdin3ofxeqkjab6ic,She will she is a hero,2024-12-10T23:23:32.566Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:vjdqpuisyrobrogbh7wbikwl/app.bsky.feed.post/3lcypv6gh7s2h,did:plc:vjdqpuisyrobrogbh7wbikwl,Is it May of 2028 already??,2024-12-11T02:36:16.676Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:vc2hjtlwretckiiy46pjmi5l/app.bsky.feed.post/3lczuqmeidk2v,did:plc:vc2hjtlwretckiiy46pjmi5l,What do you want her to say? The morons in the Whitehouse who are supposed to be running the country have spoken enuff bs about it....as they bow down to their Zionist genocidal masters.,2024-12-11T13:35:51.966Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:utqxrdib4tk6yjhderqhw44a/app.bsky.feed.post/3lcyg5lxx3c26,did:plc:utqxrdib4tk6yjhderqhw44a,"In short, nothing more than ""LeAvE pUtIn AlOnE yOu MeAnIeS.""",2024-12-10T23:42:01.805Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:utqxrdib4tk6yjhderqhw44a/app.bsky.feed.post/3lcyfhmi37226,did:plc:utqxrdib4tk6yjhderqhw44a,She is too busy sobbing and trying to make phone calls to Moscow.,2024-12-10T23:29:44.228Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:u27y2tnpakx3qbmkucipefoa/app.bsky.feed.post/3lcyloq4ujs2b,did:plc:u27y2tnpakx3qbmkucipefoa,"She’s back in her hole, won’t be seen till 2028",2024-12-11T01:21:05.387Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:twlmp2jhf6vslv4js7urt22b/app.bsky.feed.post/3lcyff7pksc26,did:plc:twlmp2jhf6vslv4js7urt22b,She is in hibernation until 2028,2024-12-10T23:28:23.734Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:tenuhl4nmdiqzkspdarnw3v6/app.bsky.feed.post/3lcyhjqary22j,did:plc:tenuhl4nmdiqzkspdarnw3v6,Isn't she back in suspended animation until the Republican thaw her out again in  Jan 2028?,2024-12-11T00:06:42.776Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:stf5hltvugxqmigc5vyxw56i/app.bsky.feed.post/3lcyjsixdq22o,did:plc:stf5hltvugxqmigc5vyxw56i,Putin needs to send her the script first.,2024-12-11T00:47:24.601Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:sqd4qkowqpwxbr3dnp6k56kc/app.bsky.feed.post/3lcyf7wh4ms26,did:plc:sqd4qkowqpwxbr3dnp6k56kc,"She’s still in bed at the Kremlin. Fancy party there last night. 
Heard Lake and Three toes attended. 🤷🏼‍♀️",2024-12-10T23:25:26.247Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:smx356ebq4tsppatbxzkx6yh/app.bsky.feed.post/3lcygw2qnoc2z,did:plc:smx356ebq4tsppatbxzkx6yh,,2024-12-10T23:55:42.694Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:rmp3jyndbytl3hesluexs7k5/app.bsky.feed.post/3lcyla4ufzc2e,did:plc:rmp3jyndbytl3hesluexs7k5,You'll have to wait until she comes out of crysosleep to ask her in 2028.,2024-12-11T01:12:55.426Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:rkp77foc4e63m7jkr4o6gpeq/app.bsky.feed.post/3lczwtr3dk224,did:plc:rkp77foc4e63m7jkr4o6gpeq,No. Jill Stein did her job already. She’s on her way back into hibernation for the next four years.,2024-12-11T14:13:25.056Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:rkg4hcxqlzqnhwalipqjafn7/app.bsky.feed.post/3ld4g4766qc2e,did:plc:rkg4hcxqlzqnhwalipqjafn7,Yes. She has. So has Butch Ware.,2024-12-12T13:51:53.869Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:qrba4s2pcqs6mlzn5nsoayjw/app.bsky.feed.post/3lcypqgehck2b,did:plc:qrba4s2pcqs6mlzn5nsoayjw,I heard she’s had trouble getting a statement out due to the poor WiFi signal in her room at Novo-Ogaryovo 🤷🏻‍♂️,2024-12-11T02:33:37.227Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:qekn3stans5tmb23obywgxql/app.bsky.feed.post/3ldab4ahkmc2k,did:plc:qekn3stans5tmb23obywgxql,Her scam folds into a duffel bag when not in use.,2024-12-14T02:33:05.469Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:q6voxqmp3jids3tvsds4ftxq/app.bsky.feed.post/3lcyons26fs2y,did:plc:q6voxqmp3jids3tvsds4ftxq,Jill Stein doesn't say shit until the summer of election years.,2024-12-11T02:14:15.068Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:piuyeyxdathkalqk4cltfyuj/app.bsky.feed.post/3lcz7244v722f,did:plc:piuyeyxdathkalqk4cltfyuj,"She's gone into hibernation and will show up in 4yrs time. Also, she must have gotten paid by handlers for the work she continues to put in as a green party leader.",2024-12-11T07:07:28.165Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:oftw3gbed7pwwjs7uksxrr4x/app.bsky.feed.post/3lcyfeeiqlk26,did:plc:oftw3gbed7pwwjs7uksxrr4x,She has crawled into her den for her 3.5 year hibernation,2024-12-10T23:27:55.199Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:nl4fugpi5as2qrdmksv7c2fn/app.bsky.feed.post/3lcyguuujlk24,did:plc:nl4fugpi5as2qrdmksv7c2fn,She's waiting for her appointment: US Ambassador to Syria!,2024-12-10T23:55:02.975Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:msu6txqeehzw2ot7uag4hd5n/app.bsky.feed.post/3lcyoqcuzpc2j,did:plc:msu6txqeehzw2ot7uag4hd5n,"I believe she has fucked off back to Siberia. ""На здоровье, стерва!""",2024-12-11T02:15:39.834Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:m6447r3jqlvzexbfppjqwqpo/app.bsky.feed.post/3lcztitvof222,did:plc:m6447r3jqlvzexbfppjqwqpo,"As after the last presidential election, she's been wheeled into that warehouse at the end of Raiders of the Lost Arc, but this time unfortunately misfiled.",2024-12-11T13:13:37.692Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:lql2eextzpwhkj2dcf5ly2ij/app.bsky.feed.post/3lcyf5uadts2t,did:plc:lql2eextzpwhkj2dcf5ly2ij,Is Putin's Cicada - ooops I misspelled Jill Stein in hibernation at the moment - as it is not an election year?,2024-12-10T23:24:16.820Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:ljtbr45j22grscmggg3kpg7i/app.bsky.feed.post/3lcygcqlpgs2n,did:plc:ljtbr45j22grscmggg3kpg7i,Isn't she in Moscow with Assad?,2024-12-10T23:44:54.508Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:ks4wtmuekkuhhzkwpkj3da6x/app.bsky.feed.post/3lcz4cydb6s2x,did:plc:ks4wtmuekkuhhzkwpkj3da6x,"She’s become Helen Keller again, predictably",2024-12-11T06:18:44.943Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:kghyobmap5uunuzzc6wfjazo/app.bsky.feed.post/3lcyfywayjs2v,did:plc:kghyobmap5uunuzzc6wfjazo,I'd like to hear her take on the underground catacombs under the Damascus prison that they've had to send for worldwide search and rescue teams to try and navigate and find people being held in horrific conditions in a subterranean Hell.,2024-12-10T23:39:24.907Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:kgep46fuzyaj7zkdlmbjjkkf/app.bsky.feed.post/3lcyfdw3dxk2f,did:plc:kgep46fuzyaj7zkdlmbjjkkf,Do cicadas scream in their burrows?,2024-12-10T23:27:40.080Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:jzwscxdc76f3qp6rrspmec5l/app.bsky.feed.post/3ld2jzhodhk22,did:plc:jzwscxdc76f3qp6rrspmec5l,"PALLETS OF CA$H SHOW UP IN GOVERNMENT BUILDINGS IN DAMASCUS SYRIA
I scaned the QR code. Result-
ferderalreserve.gov NEWYORK 10CBRMA66515194D SERIES736D MA66515194D AMOUNT 98MILLION DOLLARS

It supports the theory that international private banking Cabal is funding wars,and overthrowing governments",2024-12-11T19:56:37.613Z
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3lcyezauhnc2v,at://did:plc:juzvsc62v6krx3rslbkhu7gd/app.bsky.feed.post/3ld5fvwmm3226,did:plc:juzvsc62v6krx3rslbkhu7gd,Or Tulsi Gabbard,2024-12-12T23:21:03.317Z
